Name,Category,Rating,Description,Dogs_Allowed,Address,Photo_URL,Maps_URL
Mangroovy Beach,Beach pavillion,4.5,N/A,N/A,"1 Kite Center Rd, Hurghada, Red Sea Governorate 1982710",https://lh3.googleusercontent.com/gps-cs-s/APNQkAHT_UbImASOyKSKrjjFCY9oICAHSLj9OmHPhfF1EnJBjqZFNknBAxpoaqcYo527dl58YhPdR0j8B_dKa0wwdr8mYjjcgDgr61epooVBA5X7mcL2LQf3kG627kZaBDOvBc6z0LtkSA=w423-h240-k-no,"https://www.google.com/maps/search/Mangroovy+Beach,+El+Gouna?hl=en"
Sliders cable & Aqua Parks El Gouna,Water park,4.5,N/A,N/A,"Sabina Area, Water Side, Red Sea Governorate 84531",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFYWsFSIsnc3BYLqXi47mbBoP84k59v-xq95p2RU5WsVT6N8W68L_xRXgvIblX0h_tuzqmugw7X5yjkE0hUlV5NxLn2qQr7e48IWO-YIe_NqpbzEr5HQdusy09diIDBO08VbdhqYA=w426-h240-k-no,"https://www.google.com/maps/search/Sliders+Cable+Park,+El+Gouna?hl=en"
Soma Bay,N/A,4.7,N/A,N/A,"VX2Q+VHM, Safaga, Red Sea Governorate",https://lh3.googleusercontent.com/gps-cs-s/APNQkAG1TOdL5aZpEY4LDKKdqtcPnAsRQalJbDhHraZYwDEopB3F76i8k4y55tvNtEVRpH9P9gCvibcuwEyHEQy-GgsyPIp3_sZgcfO6ZRPd0YrCR1F4ys28XTeMe-B_ICfC5wDnB2k2=w408-h280-k-no,"https://www.google.com/maps/search/Soma+Bay,+Safaga?hl=en"
Sharm El-Naga,Lodge,4.6,Unfussy rooms in a casual all-inclusive resort offering a diving center & direct beach access.,N/A,"VXX6+VX3, Safaga, Red Sea Governorate 1945911",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEk1IRxl2C6eReUfQpM2aI7rytIAQqEWZ2VEv6jJUFClV9NV-WIOd906HkuW5m3u9_uY8qc2jd6hmS-wAmi2PKgqloqrCwdkDMGKGGxSpfWFDPb52w0LxaJtCdXVCZFzw1srBfYPw=w426-h240-k-no,"https://www.google.com/maps/search/Sharm+El+Naga+Resort+Beach,+Safaga?hl=en"
Shoa`b Abu Nuhas,Tourist attraction,4.7,Coral reef & popular scuba spot around a cluster of wrecks including the 19th-century SS Carnatic.,N/A,"Sha`ab Abu Nuhas,",https://lh3.googleusercontent.com/gps-cs-s/APNQkAHKc0b_mBJSnRO_KtdCLY9PpPgJfMkmVwy9s9vZfqDqsWUyVYuXRyxwuKudyzNF7joiNzXlQbBJfPEWJgZAcWNB7asYKtGfny8mYPMdzupSX_eXghyddASIdStT3_pG73nvtRpS=w408-h306-k-no,"https://www.google.com/maps/search/Abu+Nuhas+Shipwreck+Dive+Site,+Red+Sea?hl=en"
Sharm El Luli,Beach,4.7,"Tranquil lagoon with a coral reef popular for snorkeling & home to clownfish, puffers or groupers.",N/A,Halayeb We Shalateen Rd,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEaikJIaNgEzc-1w19qFtGIU2_GunHH3RDsdOqtq9RDaYFhUcJSWDViLHz7MmW_apVbyJhGE2Hfey0NssuoNfH0yYSKG921YjGaPct3qMxspPiuuRyHNiBfE3nKud4YgIL9rlgkAg=w408-h306-k-no,"https://www.google.com/maps/search/Sharm+El+Luli,+Marsa+Alam?hl=en"
Abu Dabbab beach,Tourist attraction,4.8,N/A,N/A,"Marsa Alam, Red Sea Governorate 1926501",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFOqbhYrfiN2gyWZnNuTY0LMQaegx5fhRluxXxFn5fhs-4qHrWA35h3hIODX43JLrKwFhe9huFd3ZrQ7c0MxfNJOtQk7XmB-mBEYfipbEP3wGXvPWZqAlu5-P97TwifeAUKA4Dv=w408-h306-k-no,"https://www.google.com/maps/search/Abu+Dabbab+Beach,+Marsa+Alam?hl=en"
Wadi el Gemal Reserve,National reserve,4.6,"Large land & sea area with islands, mammals & birds plus marine life including coral & turtles.",N/A,"F3FX+VF9, Marsa Alam, Red Sea Governorate",https://lh3.googleusercontent.com/gps-cs-s/APNQkAF6-ZG0a_zPvYHZN7CouC1IU01QyKTEHxQbV0RdrUJ9J3ZFk5Elb686l82n54T1CjZ_z4BAFfP1THp0ZmyFC05PwX2lyTPozH5eP5YNNzp_kXAB_nMHHVkg6koz7llTBQ-8pDvi9w=w408-h306-k-no,"https://www.google.com/maps/search/Wadi+El+Gemal+National+Park+Coast,+Marsa+Alam?hl=en"
Sataya Dolphin House Reef South,Tourist attraction,4.3,N/A,N/A,N/A,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFmKfZNb-0Lxq0clu88kHa2WbBID_OIG5E4i5jMYX2xBeJce6sRaEJk4Vp5crw0PDM48nBB5VkUC0knEOMFrnmLUXFTvZjz8xRgwiIAnwldNhCY2TtZk_0DnPRSoZJv5qNGMJs=w408-h306-k-no,"https://www.google.com/maps/search/Satayah+Dolphin+Reef,+Marsa+Alam?hl=en"
Marsa Mubarak,Tourist attraction,4.3,N/A,N/A,"GM52+PW5, Unnamed Road, Marsa Alam, Red Sea Governorate",https://lh3.googleusercontent.com/gps-cs-s/APNQkAE9FG2cXZEXk87KaQ11EAlPLK3tuoe82MYE6RyyLsuX7t4ht1HdKatqthfTF2mUWoVtOAPziz0f7vEHDaBJPzAGvdqmzkmpv2HXuB6wXWo0sNStWQk8gcEBfqHmXK_ZQzgyTeDK=w408-h306-k-no,"https://www.google.com/maps/search/Marsa+Mubarak,+Marsa+Alam?hl=en"
Al-Nayzak,Nature preserve,4.5,N/A,N/A,"2W2Q+WW8, Halayeb We Shalateen Rd, Marsa Alam, Red Sea Governorate 1923501",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEqt1gzOMV6cnuqA8gmp8JhLPA-s0GX1X-OZgtwRoT_wHagGHVQMuMhuZ_CwXQtOT3wr7Gu_BMdvuBfLVoSOeV46Qt4nMOZmsbmTEz12MLjYNW2mZqsopfTNVDMZ_P-CYPK4Bmw=w408-h382-k-no,"https://www.google.com/maps/search/Nayzak+Beach,+Marsa+Alam?hl=en"
Shaab Samadai (Dolphin House),Tourist attraction,4.4,N/A,N/A,N/A,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHVU2j-UZRM7zWOkbsgEJPXLyOROtkGsZ8WEfnk5pnUxB_9delCLXOxOy4j94sA3crM3JVWrFD-FLr6Mgq56QlQ1jcX_LpJf12nyDeNOXMsreQ9oTbLh02kKbBg238_SwAyzteWeA=w408-h408-k-no,"https://www.google.com/maps/search/Samadai+Reef,+Marsa+Alam?hl=en"
Hamata Port,Port,4.3,N/A,N/A,"79PH+8JV, Halayeb We Shalateen Rd, Marsa Alam, Red Sea Governorate",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEDev-2eW2AS5fL3UPbwPsqrglHqI2ZtGsWbSaN-mziBexjiVelb1p2m_5cxw-YGTf2fzNkjsexGN1cGlvbTrdWzTo3Cb6znHR2OwIwbbqHut8KRe-CEr0gojuPhalQfaaUyWrXDeVMt98I=w408-h306-k-no,"https://www.google.com/maps/search/Hamata+Islands,+Marsa+Alam?hl=en"
Quseir Castle,Tourist attraction,4.3,N/A,N/A,"Ottoman Castle, Oman, El Qoseir, Red Sea Governorate 1932606",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEfumbEpWCDFpbjHzrB3tiAXC2z-Jr-fVZLvUOX5LL3km_XZepfKpFcKBTlqwH7ImuK_j9tqFNIk40VfgG2LdhkYLcJRmv-I-W7Tgsdmm-sN6uwgZYtf4bA4I_bdIWfrVUw2fbgXQ=w408-h306-k-no,"https://www.google.com/maps/search/El+Quseir+Fort+Beach+area,+El+Quseir?hl=en"
Magic lake camp,Campground,4.6,N/A,N/A,"Near, Youssef Al Seddik, Faiyum Governorate 63626",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGo4XVWqA53a7GnHLOkbd6P0HHRfkDA5-AkLzFl47R5VN9bv9t5dBoML_Mdydxyy3zkwVNZxs46-tFne0IeQ1VyjuTqok6zKZtlXEaPa764I7PqwWQQEJGtUHXsLGa6TXp3RjzokA=w426-h240-k-no,"https://www.google.com/maps/place/Magic+lake+camp/@29.1630879,30.180086,11z/data=!4m10!1m2!2m1!1sMagic+Lake,+Wadi+El+Rayan,+Fayoum!3m6!1s0x145bef06e193c6d7:0xaaad8439663dc602!8m2!3d29.1630879!4d30.3448809!15sCiFNYWdpYyBMYWtlLCBXYWRpIEVsIFJheWFuLCBGYXlvdW1aISIfbWFnaWMgbGFrZSB3YWRpIGVsIHJheWFuIGZheW91bZIBCmNhbXBncm91bmSaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUlNlbkZNU0dSUkVBReABAPoBBAg8EDM!16s%2Fg%2F11gy3mnhm8?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D"
Wadi El Rayan Fayoum Falls,Tourist attraction,4.3,N/A,N/A,"شلالات وادي الريان, Youssef Al Seddik, Faiyum Governorate 2812001",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFa06xQyWLMx3frfYgtV5Oa1xtg4RYRtNg5jTX156bJQgHC5plFCtWAhfWl73OVT1A7vLzpGt0UJaMtBDzVi-P5Bx_hdl1XmFzsMgbOGU8BEElKXBhBxP_g-AGpsF-H1sSVnTgQZQ=w408-h306-k-no,"https://www.google.com/maps/place/Wadi+El+Rayan+Fayoum+Falls/@29.2229169,30.4359614,11z/data=!4m10!1m2!2m1!1sWadi+El+Rayan+Waterfalls,+Fayoum!3m6!1s0x145be43d19214917:0xae6f5e02931e1ab8!8m2!3d29.2151902!4d30.4209445!15sCiBXYWRpIEVsIFJheWFuIFdhdGVyZmFsbHMsIEZheW91bVohIh93YWRpIGVsIHJheWFuIHdhdGVyZmFsbHMgZmF5b3VtkgESdG91cmlzdF9hdHRyYWN0aW9umgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5vZDE4dFRtUlJFQUXgAQD6AQQIABA1!16s%2Fg%2F11bxdnntsv?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D"
Qarun Lake,Lake,4.2,"Sailing, fishing & bird watching are popular activities on this huge lake with scenic views.",N/A,Faiyum Governorate 2814001,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFlQ3IH9iE8ubhmVjaEwZPc_CFiKv0PoW0CpsdjllWeWNK8OOf8w8ozSQnprY8HeiRT7vJd8UgzLHtOV4zeMMh4vgIAM5EWRh4lHKXjuxYHZTgv_DmO_56PpG9KMvqMKTUhKYlVcQ=w408-h306-k-no,"https://www.google.com/maps/search/Lake+Qarun+Waterfront,+Fayoum?hl=en"
Babylon faluka sailing boat,Sailing club,5.0,N/A,N/A,"Elephantine island, Sheyakhah Oula, Aswan, Aswan Governorate 1240860",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEWrAnaOAk3vLXMTT7cga6aVdVRr0bB6gA-MRxRkWR9_3o3C24nC5Kz32dQljTU_N9CzkS_-BgvL9W7468QP--PffE-g_qi5RyA1xBlMR-m3sZO_kbxVaESW_pos7R9Uu6KRnLpo_AvT2A=w408-h544-k-no,"https://www.google.com/maps/search/Elephantine+Island+Felucca+Sailing,+Aswan?hl=en"
Burullus Lake,Lake,4.4,N/A,N/A,N/A,https://lh3.googleusercontent.com/gps-cs-s/APNQkAElYBlzzBVeuH1m9QxVK8BePhCNzoOHtAwsg7kjSb6lMvujUXXuHGQGjDHvme5mvk_ZBfONozL0eM6hzDsSNK4qRCIy1OBFhhPi-SFZZuDh2LrIZ60VjucGfUjVj_JMsqcpPLj3=w427-h240-k-no,"https://www.google.com/maps/search/Burullus+Lake,+Kafr+El+Sheikh?hl=en"
