Place_Name,Rating_Score,city,Rating_Reviews,Price_EGP,Price_USD,Address,Link,Image,Room_Info
Elhandasia,2.3,Cairo,37.0,265.0,5.35,"Nasr City, Cairo",https://www.booking.com/hotel/eg/elhandasia.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gzWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCzr6B0gbAAgHSAiRkZmM1OGI5Mi1kOTY1LTRlNzAtYTE1YS1hN2RkNDEzZjM2ZjfYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=3bcba66793d00522&srepoch=1782603620&all_sr_blocks=945581702_367045512_2_0_0&highlighted_blocks=945581702_367045512_2_0_0&matching_block_id=945581702_367045512_2_0_0&sr_pri_blocks=945581702_367045512_2_0_0__535&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square600/418578852.webp?k=2c5f093d132f5fcd58079d84ff6aba10b09902a11e28cc5b0a64876437a211ed&o=,"Nasr City, CairoShow on map | 9.1 km from downtown"
Esca Pyramids View,8.8,Giza,57.0,446.0,9.01,"Giza, Cairo",https://www.booking.com/hotel/eg/esca-pyramids-view.html?aid=304142&label=gen173nr-10CAQoggJCC3NlYXJjaF9naXphSDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKRv4HSBsACAdICJDIyNWE5MWZjLTU3NDctNDkwYS1iOTQyLWVjMWRjZTk4MWRiOdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=cffba688f8af03b9&srepoch=1782603686&all_sr_blocks=1596071303_430629617_2_41_0&highlighted_blocks=1596071303_430629617_2_41_0&matching_block_id=1596071303_430629617_2_41_0&sr_pri_blocks=1596071303_430629617_2_41_0__900&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square600/871961287.webp?k=877036de0003815f00114e7e3ae721fbed62a054661d6d5c79fff7480453bc61&o=,Featured
Voyage On The Spot,9.7,Giza,85.0,695.0,14.04,"Giza, Cairo",https://www.booking.com/hotel/eg/voyage-on-the-spot.html?aid=304142&label=gen173nr-10CAQoggJCC3NlYXJjaF9naXphSDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKRv4HSBsACAdICJDIyNWE5MWZjLTU3NDctNDkwYS1iOTQyLWVjMWRjZTk4MWRiOdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=cffba688f8af03b9&srepoch=1782603686&all_sr_blocks=1574266807_428487328_2_2_0&highlighted_blocks=1574266807_428487328_2_2_0&matching_block_id=1574266807_428487328_2_2_0&sr_pri_blocks=1574266807_428487328_2_2_0__1403&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square600/846127538.webp?k=b1f6098999d9730152f1009a3935e0c0328782b57e8a6388f8086d5135ef1af7&o=,"Giza, CairoShow on map | 1 km from Giza Pyramids"
Pyramids West View,9.9,Giza,21.0,569.0,11.49,"Giza, Cairo",https://www.booking.com/hotel/eg/pyramids-west-view.html?aid=304142&label=gen173nr-10CAQoggJCC3NlYXJjaF9naXphSDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKRv4HSBsACAdICJDIyNWE5MWZjLTU3NDctNDkwYS1iOTQyLWVjMWRjZTk4MWRiOdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=cffba688f8af03b9&srepoch=1782603686&all_sr_blocks=1656967201_437613345_2_41_0&highlighted_blocks=1656967201_437613345_2_41_0&matching_block_id=1656967201_437613345_2_41_0&sr_pri_blocks=1656967201_437613345_2_41_0__1150&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square600/879737500.webp?k=6db14b1b2196be713f5033c225d2f876276e9479ca36541c57c8dabf28fde25d&o=,Featured
Sphinx Comfort,9.8,Giza,145.0,668.0,13.49,"Giza, Cairo",https://www.booking.com/hotel/eg/giza-comfort.html?aid=304142&label=gen173nr-10CAQoggJCC3NlYXJjaF9naXphSDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKRv4HSBsACAdICJDIyNWE5MWZjLTU3NDctNDkwYS1iOTQyLWVjMWRjZTk4MWRiOdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=cffba688f8af03b9&srepoch=1782603686&all_sr_blocks=1637425401_434086123_2_1_0_1416226&highlighted_blocks=1637425401_434086123_2_1_0_1416226&matching_block_id=1637425401_434086123_2_1_0_1416226&sr_pri_blocks=1637425401_434086123_2_1_0_1416226_1350&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square600/880908643.webp?k=87a1d0e255b3e5f670d54fcb0cac3c02cf4d8804cfe037c2779dd72e9ec594d3&o=,Featured
Star View Pyramids Hostel,,Giza,3.0,619.0,12.51,"Giza, Nazlat as Sīsī",https://www.booking.com/hotel/eg/leben-und-hertz.html?aid=304142&label=gen173nr-10CAQoggJCC3NlYXJjaF9naXphSDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKRv4HSBsACAdICJDIyNWE5MWZjLTU3NDctNDkwYS1iOTQyLWVjMWRjZTk4MWRiOdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=cffba688f8af03b9&srepoch=1782603686&all_sr_blocks=1652890201_437256280_2_0_0&highlighted_blocks=1652890201_437256280_2_0_0&matching_block_id=1652890201_437256280_2_0_0&sr_pri_blocks=1652890201_437256280_2_0_0__1250&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square600/884463731.webp?k=6741b0938c351b69d124548b948989b666d142c5274ac5b1719a5ecc9fe53baf&o=,Featured
Hotel Comfort Sphinx & Pyramids,9.6,Giza,420.0,594.0,12.0,"Giza, Cairo",https://www.booking.com/hotel/eg/pyramids-view-al-haram11.html?aid=304142&label=gen173nr-10CAQoggJCC3NlYXJjaF9naXphSDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKRv4HSBsACAdICJDIyNWE5MWZjLTU3NDctNDkwYS1iOTQyLWVjMWRjZTk4MWRiOdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=cffba688f8af03b9&srepoch=1782603686&all_sr_blocks=1618540801_432688739_2_1_0_1401785&highlighted_blocks=1618540801_432688739_2_1_0_1401785&matching_block_id=1618540801_432688739_2_1_0_1401785&sr_pri_blocks=1618540801_432688739_2_1_0_1401785_1200&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square600/859455724.webp?k=ec566641a2276a44766454c1e8c67be689f0851b82230586c33d19e752575528&o=,Featured
Opera Pyramids View,,Giza,4.0,817.0,16.51,"Giza, Cairo",https://www.booking.com/hotel/eg/opera-pyramids-view.html?aid=304142&label=gen173nr-10CAQoggJCC3NlYXJjaF9naXphSDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKRv4HSBsACAdICJDIyNWE5MWZjLTU3NDctNDkwYS1iOTQyLWVjMWRjZTk4MWRiOdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=cffba688f8af03b9&srepoch=1782603686&all_sr_blocks=1664370204_438289401_2_41_0&highlighted_blocks=1664370204_438289401_2_41_0&matching_block_id=1664370204_438289401_2_41_0&sr_pri_blocks=1664370204_438289401_2_41_0__1650&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square600/888384188.webp?k=a3c851fd660e57b00b297b5cff225f5364d0ee7c30033edb699badbfb4bf3b0d&o=,Featured
New Montu Pyramids hotel,,Giza,13.0,463.0,9.35,"Giza, Cairo",https://www.booking.com/hotel/eg/new-montu-pyramids.html?aid=304142&label=gen173nr-10CAQoggJCC3NlYXJjaF9naXphSDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKRv4HSBsACAdICJDIyNWE5MWZjLTU3NDctNDkwYS1iOTQyLWVjMWRjZTk4MWRiOdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=cffba688f8af03b9&srepoch=1782603686&all_sr_blocks=1662510501_438120126_2_1_0&highlighted_blocks=1662510501_438120126_2_1_0&matching_block_id=1662510501_438120126_2_1_0&sr_pri_blocks=1662510501_438120126_2_1_0__936&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square600/880843432.webp?k=47ce624394ed3d4933b7a8b26e44025bec752b140c9edc9c060f126e0d67fed2&o=,"Giza, CairoShow on map | 0.9 km from Giza Pyramids"
Middle east pyramids veiw &spa,7.7,Giza,41.0,404.0,8.16,"Giza, Cairo",https://www.booking.com/hotel/eg/king-blue-view-inn.html?aid=304142&label=gen173nr-10CAQoggJCC3NlYXJjaF9naXphSDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKRv4HSBsACAdICJDIyNWE5MWZjLTU3NDctNDkwYS1iOTQyLWVjMWRjZTk4MWRiOdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=cffba688f8af03b9&srepoch=1782603686&all_sr_blocks=1385510012_410579381_2_1_0&highlighted_blocks=1385510012_410579381_2_1_0&matching_block_id=1385510012_410579381_2_1_0&sr_pri_blocks=1385510012_410579381_2_1_0__816&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square600/877964731.webp?k=9d091bbc94d393e25f6134054bd826d44ff4b9cbb6f08fc81b74f6aa10d7e927&o=,Featured
Cleo Patra Pyramids Tower Inn,7.7,Giza,175.0,990.0,20.0,"Giza, Banī Ghālib",https://www.booking.com/hotel/eg/cleo-patra-pyramids-tower-inn.html?aid=304142&label=gen173nr-10CAQoggJCC3NlYXJjaF9naXphSDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKRv4HSBsACAdICJDIyNWE5MWZjLTU3NDctNDkwYS1iOTQyLWVjMWRjZTk4MWRiOdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=cffba688f8af03b9&srepoch=1782603686&all_sr_blocks=1453836109_416960605_0_1_0&highlighted_blocks=1453836109_416960605_0_1_0&matching_block_id=1453836109_416960605_0_1_0&sr_pri_blocks=1453836109_416960605_0_1_0__2000&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square600/710877796.webp?k=1b57b83358dd04a1262a6019d828f7f5fbdb86aeba16cabc78940c5793225e3d&o=,"Giza, Banī GhālibShow on map | 1 km from Giza Pyramids"
Nacional Pyramids View,,Giza,4.0,743.0,15.01,"Giza, Cairo",https://www.booking.com/hotel/eg/suho-scarab-pyramids-view.html?aid=304142&label=gen173nr-10CAQoggJCC3NlYXJjaF9naXphSDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKRv4HSBsACAdICJDIyNWE5MWZjLTU3NDctNDkwYS1iOTQyLWVjMWRjZTk4MWRiOdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=cffba688f8af03b9&srepoch=1782603686&all_sr_blocks=1617502601_432597556_2_41_0&highlighted_blocks=1617502601_432597556_2_41_0&matching_block_id=1617502601_432597556_2_41_0&sr_pri_blocks=1617502601_432597556_2_41_0__1500&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square600/885441897.webp?k=8ce0b750111322ca20a1ad739fe618b7ae06686976752025b2a9c8ae5179ca18&o=,Featured
Oyal Scarab Pyramids View,9.3,Giza,9.0,625.0,12.63,"Giza, Cairo",https://www.booking.com/hotel/eg/talia-pyramids.html?aid=304142&label=gen173nr-10CAQoggJCC3NlYXJjaF9naXphSDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKRv4HSBsACAdICJDIyNWE5MWZjLTU3NDctNDkwYS1iOTQyLWVjMWRjZTk4MWRiOdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=cffba688f8af03b9&srepoch=1782603686&all_sr_blocks=1647815108_435806651_2_42_0&highlighted_blocks=1647815108_435806651_2_42_0&matching_block_id=1647815108_435806651_2_42_0&sr_pri_blocks=1647815108_435806651_2_42_0__1263&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square600/884858774.webp?k=595968b8657bf783213bfb33fac7e0f568ce0cfe234c710bc0edef3df11bae4a&o=,Featured
Pyramids Ala Dein inn,,Giza,3.0,431.0,8.71,"Giza, Nazlat as Sīsī",https://www.booking.com/hotel/eg/pyramids-dein-inn.html?aid=304142&label=gen173nr-10CAQoggJCC3NlYXJjaF9naXphSDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKRv4HSBsACAdICJDIyNWE5MWZjLTU3NDctNDkwYS1iOTQyLWVjMWRjZTk4MWRiOdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=cffba688f8af03b9&srepoch=1782603686&all_sr_blocks=1633742801_433834376_2_2_0&highlighted_blocks=1633742801_433834376_2_2_0&matching_block_id=1633742801_433834376_2_2_0&sr_pri_blocks=1633742801_433834376_2_2_0__870&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square600/868078787.webp?k=fd5a1b74ca6544744db1fd38385261f8d5f37070204d14603dad84fb08b8a6d2&o=,"Giza, Nazlat as SīsīShow on map | 0.9 km from Giza Pyramids"
Gaillon Pyramids View,,Giza,8.0,784.0,15.84,"Giza, Cairo",https://www.booking.com/hotel/eg/meta.html?aid=304142&label=gen173nr-10CAQoggJCC3NlYXJjaF9naXphSDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKRv4HSBsACAdICJDIyNWE5MWZjLTU3NDctNDkwYS1iOTQyLWVjMWRjZTk4MWRiOdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=cffba688f8af03b9&srepoch=1782603686&all_sr_blocks=1550681602_438575437_2_41_0&highlighted_blocks=1550681602_438575437_2_41_0&matching_block_id=1550681602_438575437_2_41_0&sr_pri_blocks=1550681602_438575437_2_41_0__1584&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square600/885458528.webp?k=6c6c03de94a7814f5e658b320ec038a778c8e5cc25e2ca78d85fa8b1280ce1ce&o=,Featured
Pyramids Elaa Eldein Cave,8.1,Giza,17.0,431.0,8.71,"Giza, Cairo",https://www.booking.com/hotel/eg/pyramids-hight.html?aid=304142&label=gen173nr-10CAQoggJCC3NlYXJjaF9naXphSDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKRv4HSBsACAdICJDIyNWE5MWZjLTU3NDctNDkwYS1iOTQyLWVjMWRjZTk4MWRiOdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=cffba688f8af03b9&srepoch=1782603686&all_sr_blocks=1516651901_423396802_2_0_0&highlighted_blocks=1516651901_423396802_2_0_0&matching_block_id=1516651901_423396802_2_0_0&sr_pri_blocks=1516651901_423396802_2_0_0__870&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square600/795370745.webp?k=30228dff9ea11f62093959d83e7669959063c4d33dee757b84b74b55cb25eef3&o=,Featured
Master kings of the pyramids,9.3,Giza,14.0,979.0,19.78,"Giza, Cairo",https://www.booking.com/hotel/eg/zina.html?aid=304142&label=gen173nr-10CAQoggJCC3NlYXJjaF9naXphSDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKRv4HSBsACAdICJDIyNWE5MWZjLTU3NDctNDkwYS1iOTQyLWVjMWRjZTk4MWRiOdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=cffba688f8af03b9&srepoch=1782603686&all_sr_blocks=1598376504_430848424_2_1_0&highlighted_blocks=1598376504_430848424_2_1_0&matching_block_id=1598376504_430848424_2_1_0&sr_pri_blocks=1598376504_430848424_2_1_0__1977&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square600/880967399.webp?k=598bf006900f50b03a52e5f19ef4f4f638610a000defe54a6d10a003c509c985&o=,Featured
Prince Pyramids T Hotel,9.8,Giza,46.0,790.0,15.96,"Giza, Cairo",https://www.booking.com/hotel/eg/prince-pyramids-t.html?aid=304142&label=gen173nr-10CAQoggJCC3NlYXJjaF9naXphSDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKRv4HSBsACAdICJDIyNWE5MWZjLTU3NDctNDkwYS1iOTQyLWVjMWRjZTk4MWRiOdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=cffba688f8af03b9&srepoch=1782603686&all_sr_blocks=1659703701_437866911_2_1_0_1436704&highlighted_blocks=1659703701_437866911_2_1_0_1436704&matching_block_id=1659703701_437866911_2_1_0_1436704&sr_pri_blocks=1659703701_437866911_2_1_0_1436704_1596&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square600/881264825.webp?k=6d8690c46f06414f277b706530a1b210c5b2d9c1004fa67e859ed98bd76eb159&o=,Featured
Alivia Scarab Pyramids View,8.8,Giza,53.0,631.0,12.75,"Giza, Cairo",https://www.booking.com/hotel/eg/alivia-pyramids-view.html?aid=304142&label=gen173nr-10CAQoggJCC3NlYXJjaF9naXphSDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKRv4HSBsACAdICJDIyNWE5MWZjLTU3NDctNDkwYS1iOTQyLWVjMWRjZTk4MWRiOdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=cffba688f8af03b9&srepoch=1782603686&all_sr_blocks=1592012803_430268712_2_41_0&highlighted_blocks=1592012803_430268712_2_41_0&matching_block_id=1592012803_430268712_2_41_0&sr_pri_blocks=1592012803_430268712_2_41_0__1275&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square600/831959523.webp?k=336a02337e8a43310d0c5e491d8d87b1698898f74d97ea558892818b8a7f0694&o=,Featured
Flower Pyramids Inn,8.8,Giza,416.0,909.0,18.36,"Giza, Cairo",https://www.booking.com/hotel/eg/flower-pyramids-inn.html?aid=304142&label=gen173nr-10CAQoggJCC3NlYXJjaF9naXphSDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKRv4HSBsACAdICJDIyNWE5MWZjLTU3NDctNDkwYS1iOTQyLWVjMWRjZTk4MWRiOdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=cffba688f8af03b9&srepoch=1782603686&all_sr_blocks=1222407912_420067962_2_41_0_1202468&highlighted_blocks=1222407912_420067962_2_41_0_1202468&matching_block_id=1222407912_420067962_2_41_0_1202468&sr_pri_blocks=1222407912_420067962_2_41_0_1202468_1836&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square600/746215556.webp?k=ef0c5c950d92d52ed51d46ae7902f721ce635efba6e38fdb27f69bbb04519a71&o=,Featured
Golden RZ pyramids view,8.8,Giza,19.0,594.0,12.0,"Giza, Cairo",https://www.booking.com/hotel/eg/rz-pyramids-view.html?aid=304142&label=gen173nr-10CAQoggJCC3NlYXJjaF9naXphSDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKRv4HSBsACAdICJDIyNWE5MWZjLTU3NDctNDkwYS1iOTQyLWVjMWRjZTk4MWRiOdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=cffba688f8af03b9&srepoch=1782603686&all_sr_blocks=1657000201_437755017_2_41_0&highlighted_blocks=1657000201_437755017_2_41_0&matching_block_id=1657000201_437755017_2_41_0&sr_pri_blocks=1657000201_437755017_2_41_0__1200&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square600/877471305.webp?k=52f4075b8fcc4cfc5bed8433d30fe2d9d5dc21f5180baa16574d3347ea44033f&o=,Featured
Pyramids On The Spot inn,8.9,Giza,152.0,789.0,15.94,"Giza, Cairo",https://www.booking.com/hotel/eg/pyramids-on-the-spot-inn.html?aid=304142&label=gen173nr-10CAQoggJCC3NlYXJjaF9naXphSDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKRv4HSBsACAdICJDIyNWE5MWZjLTU3NDctNDkwYS1iOTQyLWVjMWRjZTk4MWRiOdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=cffba688f8af03b9&srepoch=1782603686&all_sr_blocks=1498823707_421561634_2_42_0&highlighted_blocks=1498823707_421561634_2_42_0&matching_block_id=1498823707_421561634_2_42_0&sr_pri_blocks=1498823707_421561634_2_42_0__1593&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square600/752630081.webp?k=de1d020b834a472c704eed85be64e2dcfea885ef657a99dfd5e723588f79c80d&o=,"Giza, CairoShow on map | 1 km from Giza Pyramids"
Residents Scarab Pyramids View,8.5,Giza,28.0,792.0,16.0,"Giza, Cairo",https://www.booking.com/hotel/eg/residents-scarab-pyramids-view.html?aid=304142&label=gen173nr-10CAQoggJCC3NlYXJjaF9naXphSDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKRv4HSBsACAdICJDIyNWE5MWZjLTU3NDctNDkwYS1iOTQyLWVjMWRjZTk4MWRiOdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=cffba688f8af03b9&srepoch=1782603686&all_sr_blocks=1613056702_439477151_2_41_0&highlighted_blocks=1613056702_439477151_2_41_0&matching_block_id=1613056702_439477151_2_41_0&sr_pri_blocks=1613056702_439477151_2_41_0__1600&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square600/885463222.webp?k=2c65063e66d0d1c43c2293dfa597519504e80d18d1f1fc340577803bb9d102db&o=,Featured
Casa Latina pyramids view,,Giza,9.0,594.0,12.0,"Giza, Cairo",https://www.booking.com/hotel/eg/casa-latina-pyramids-view.html?aid=304142&label=gen173nr-10CAQoggJCC3NlYXJjaF9naXphSDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKRv4HSBsACAdICJDIyNWE5MWZjLTU3NDctNDkwYS1iOTQyLWVjMWRjZTk4MWRiOdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=cffba688f8af03b9&srepoch=1782603686&all_sr_blocks=1632289201_436603254_2_41_0&highlighted_blocks=1632289201_436603254_2_41_0&matching_block_id=1632289201_436603254_2_41_0&sr_pri_blocks=1632289201_436603254_2_41_0__1200&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square600/869985891.webp?k=1f92ef8ef1e1590a095a69159eec31168e186095f5a2bd2fadd9c1a071c06c7f&o=,Featured
Olivia Pyramids View,9.7,Giza,24.0,802.0,16.2,"Giza, Cairo",https://www.booking.com/hotel/eg/olivia-pyramids-view.html?aid=304142&label=gen173nr-10CAQoggJCC3NlYXJjaF9naXphSDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKRv4HSBsACAdICJDIyNWE5MWZjLTU3NDctNDkwYS1iOTQyLWVjMWRjZTk4MWRiOdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=cffba688f8af03b9&srepoch=1782603686&all_sr_blocks=1608672404_431773835_2_41_0&highlighted_blocks=1608672404_431773835_2_41_0&matching_block_id=1608672404_431773835_2_41_0&sr_pri_blocks=1608672404_431773835_2_41_0__1620&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square600/871188692.webp?k=5ac270c225d38a6db0843202e733a07e59f228f2f110e2011695af0d80fa9099&o=,Featured
Cacillion Pyramids View,9.1,Giza,33.0,1114.0,22.51,"Giza, Cairo",https://www.booking.com/hotel/eg/sas-pyramids-view-al-haram.html?aid=304142&label=gen173nr-10CAQoggJCC3NlYXJjaF9naXphSDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKRv4HSBsACAdICJDIyNWE5MWZjLTU3NDctNDkwYS1iOTQyLWVjMWRjZTk4MWRiOdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=cffba688f8af03b9&srepoch=1782603686&all_sr_blocks=1620521802_432874005_2_41_0&highlighted_blocks=1620521802_432874005_2_41_0&matching_block_id=1620521802_432874005_2_41_0&sr_pri_blocks=1620521802_432874005_2_41_0__2250&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square600/869052328.webp?k=1caadb7337f22d2b44c48473cc87e7efda5c1178e1be424b94a746c5b67797ad&o=,Featured
