id,name,category,cuisine,rating,phone_number,government,photo_url,maps,is_non_egypt_address
RST-00047,Karibu - Bar & Restaurant,Restaurant,Egyptian,4.6,+201030729253,Cairo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFT390DSMjKaKUp6h6P9sDOeYyg5UhHOCRTcPhq7OBkbNa0coWvV3aCQoFOsMPgB4fdd1DRX_LgcdXzPN9Gq6XPMDZw_zTgb3JqQ2NdbfOJMi8zf1nVot9VwVRGEjJf7C4FBYtS0qN2jhNo=w426-h240-k-no,"https://www.google.com/maps/place/Karibu+-+Bar+%26+Restaurant/@27.395952,33.6533487,14z/data=!4m10!1m2!2m1!1sThe+Dive+Bar+%26+Grill+El+Gouna!3m6!1s0x145267a783103111:0xf3e854b03384ade0!8m2!3d27.395952!4d33.6739481!15sCh1UaGUgRGl2ZSBCYXIgJiBHcmlsbCBFbCBHb3VuYVofIh10aGUgZGl2ZSBiYXIgJiBncmlsbCBlbCBnb3VuYZIBCnJlc3RhdXJhbnSaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMjVPVmxkRk5YUlhhMVl5VWxob1dGcEZUbWxXTUdNeVRtdzVXR0pGUlJBQuABAPoBBQiPARBH!16s%2Fg%2F11fct0yqb8?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",False
RST-00048,Kazaz,Falafel restaurant,Falafel,4.1,+201210444416,Cairo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHBF6IoI3TX7z0Gv3w0734nLcxParkcrrrtviwE__LLlP4-5n6Zkxog-0ErAIKn_qqkHUBSBvA2kFuK9vQ3Qa0OUzPR-HfnGbA329jFrOmhegXQLFFegIelR8xaOvti--LulLaN=w640-h240-k-no,https://www.google.com/maps/search/Kazaz?hl=en,False
RST-00049,Kazoku,Japanese restaurant,Japanese,4.6,+201270004877,Cairo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHrHyn-61IM_U2ZbgwFTJudGrCg6yS20S1hMqo6XMh0NUkMhu3ccFFcSN5tWXUFMhd8Cpir6jCX8jOlJ-KHSVYTpF58nJ0rpB-UrPCUsySoTJSCeoE8pVXRZeertggpg4EEydzFLQ=w561-h240-k-no,https://www.google.com/maps/search/Kazoku?hl=en,False
RST-00050,Khan El Khalili Restaurant & Naguib Mahfouz Cafe,Cafe,Cafe,4.2,+20225903788,Cairo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE61srzT2iUXuuD3p8h1ibGzhOpWfkXF5DxwWb0aGPC5Ego5l7MXS1EtHp4K41pEcq4PkKNXb4Bull1Z_IP55IJe5Pz9U3O6khO_OXBICFluWFgSr-u0IcJ15ACeXNzalBazP8p=w426-h240-k-no,"https://www.google.com/maps/place/Khan+El+Khalili+Restaurant+%26+Naguib+Mahfouz+Cafe/@30.0480626,31.2616185,17z/data=!3m1!4b1!4m6!3m5!1s0x1458409fe312f077:0x38ed746841b3f83!8m2!3d30.0480626!4d31.2616185!16s%2Fg%2F1tm9dgjw?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",False
RST-00051,Khufu's Restaurant,Egyptian restaurant,Egyptian,4.3,+201080058888,Giza,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEai75NdBtJC0CpSLclfcP5TQb4aDhWQ8QknrF3MKl6o6vq5-MsLi2Y4JTKdL5D3NobOzln5GrsxNt4ZLfV9TilXCIMAcKEmWRWQVsVfhA52L0xXudkDq1ObkiZs1INQ2jygsDi=w408-h271-k-no,https://www.google.com/maps/search/Khufu's+Restaurant?hl=en,False
RST-00052,Koshary Abou Tarek,Koshari restaurant,Koshari,4.3,+20225775935,Cairo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAENQwHTr00y-HR9Saz6KQ_zMogMYv7kEr1r_CLSp03Wv87pdCyvI-wSXczpBmHj__aooEjBQhfBEf0moagz0eqs9-3OJdWSHE-KOttVAjXnWRqvH8AnraADFjD5vM7BljdjZmYn1yJGU0g=w426-h240-k-no,"https://www.google.com/maps/place/Koshary+Abou+Tarek/@30.0344913,31.2229465,11z/data=!4m10!1m2!2m1!1sKoshary+Abou+Tarek!3m6!1s0x145840c0d951113d:0x3cd085938aad3157!8m2!3d30.0501531!4d31.237834!15sChJLb3NoYXJ5IEFib3UgVGFyZWtaFCISa29zaGFyeSBhYm91IHRhcmVrkgESa29zaGFyaV9yZXN0YXVyYW504AEA!16s%2Fg%2F11cmb114gj?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",False
RST-00053,Koshary El Tahrir,Egyptian restaurant,Egyptian,4.1,0,Alexandria,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGsPL54FCbDLXqOJphv7UXDoJA8CrvaoRZlb5lIs1V37ykbfP7hZV2FaG0d9IcIy-gtwNe00WEbtYXW4NyQjIplnhMOPx5RYrIydM8FN-1yWDW5rwvRnQHK5TmVNLnDCykyrVpp94UZaIo=w520-h240-k-no,"https://www.google.com/maps/place/Koshary+El+Tahrir/@31.2695965,29.3327109,9z/data=!4m10!1m2!2m1!1sKoshary+El+Tahrir!3m6!1s0x14f5db2cec3c307d:0xf795968329d38ead!8m2!3d31.2695965!4d29.9918906!15sChFLb3NoYXJ5IEVsIFRhaHJpcloTIhFrb3NoYXJ5IGVsIHRhaHJpcpIBE2VneXB0aWFuX3Jlc3RhdXJhbnSaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUmtNRWsyVVd4blJSQULgAQD6AQQIABBB!16s%2Fg%2F11gy3n06xq?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",False
RST-00054,La Alexandria Asian Restaurant & Cafe,Restaurant,Egyptian,4.9,+201288944699,Alexandria,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGAiTJB4_jl7B6I0s8nG1uasDavgI6QtwG5KS_HlaMEna8R2oypB5r-cJ2cOz-r2Atk1E91Hu43HJYW78yzQu9JGpy3ZWRn0K966MLvXj4TAqpgNavsqc9PbY8Wv-DQ8jLzma3Dh2tJ1VI=w408-h255-k-no,https://www.google.com/maps/search/La+Alexandria+Asian+Restaurant+&+Cafe?hl=en,False
RST-00055,Latino Cafe & Restaurant - مطعم و كافيه لاتينو,Restaurant,Egyptian,4.1,+201284177773,Giza,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGs7DjXPeyEJByTNkaBDmbjdl3cvuINH0jYv24TNMuEu2BsIPieFMeiziPWdtxbyxrlk_k_rN5_ox-ZpX2mfgksGPlfr8Pv0Fd5uWKH0_lsDAEFof5csfihFG0kHqkRhDjMiPax=w408-h306-k-no,"https://www.google.com/maps/place/Latino+Cafe+%26+Restaurant+-+%D9%85%D8%B7%D8%B9%D9%85+%D9%88+%D9%83%D8%A7%D9%81%D9%8A%D9%87+%D9%84%D8%A7%D8%AA%D9%8A%D9%86%D9%88%E2%80%AD/@30.6249435,30.7164228,9z/data=!4m10!1m2!2m1!1sLatino+Cafe!3m6!1s0x145840d64d7e613b:0x4c0c64e85dfc5949!8m2!3d30.0452944!4d31.2188481!15sCgtMYXRpbm8gQ2FmZVoNIgtsYXRpbm8gY2FmZZIBCnJlc3RhdXJhbnTgAQA!16s%2Fg%2F11bxg1ccy9?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",False
RST-00056,Laurent,French restaurant,French,4.3,+33142250039,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHBhuCEr55GGOY4sObKs_iJ2OM2QPmLHOLTAwgDYW97nbTp0_CcP2lUgCOyueO13zD4DdYjQjxonlJfjeVTJ9YQKJwf33QVQP5OS611lIEUwaxjDY0h67fgZdoAcyUsr0-PoHHf=w408-h272-k-no,"https://www.google.com/maps/place/Laurent/@39.4205647,-19.3577877,3z/data=!4m10!1m2!2m1!1sLaurent!3m6!1s0x47e66fcf0a81cc21:0x422317ab0f9c2cd4!8m2!3d48.8692529!4d2.3131794!15sCgdMYXVyZW50WgkiB2xhdXJlbnSSARFmcmVuY2hfcmVzdGF1cmFudJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSNmMyRnFhM0IzUlJBQuABAPoBBQiPBRBK!16s%2Fg%2F1tjgnxk7?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",True
RST-00057,Le Deck,Restaurant,Egyptian,4.2,+20227373737,Cairo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFXltc1LmVwEYmS2tH-aj10qq4alpEDfb_9EQq8KMFUMIDvdDt9mZPr0-MmwrvPrcNJuDlBus-4qjhZixRD491YUKuAuO52w4U3Ew8_7DL321ATiRTN3mVycQFeKI9T99rYVNUedw=w408-h294-k-no,https://www.google.com/maps/search/Le+Deck+by+Laurent+Peugeot?hl=en,False
RST-00058,Le Pacha 1901,Restaurant,Egyptian,4.3,+20227356730,Cairo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGz4XeL63xzUgr31BFNOE2Xqmexdv0psWEyd4V1o4qMVzWEEBZ1F28qQQBB0zdyp5v1LS0xlnFNrn184WBp670HuvJwczd7tm0KPfG1Ig1HyZfkpqOdtPfviHl9Kpq722NOO4qWNSPoCr8=w408-h272-k-no,"https://www.google.com/maps/place/Le+Pacha+1901/@30.0517255,29.9091223,8z/data=!4m10!1m2!2m1!1sL'Asiatique!3m6!1s0x145840dcbad063ed:0xeb449deffe198cd8!8m2!3d30.0517255!4d31.2274817!15sCgtMJ0FzaWF0aXF1ZVoNIgtsIGFzaWF0aXF1ZZIBCnJlc3RhdXJhbnSaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMjE0WVZJeU5VTmxWV3h5VDBoT1RWWlVXWHBSTUdoWVUyczFXbGt5WXhBQuABAPoBBQiYARBC!16s%2Fg%2F1tff00lr?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",False
RST-00059,Left Bank,Night club,Night club,3.5,0,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHepmgM3QzAgX3hE8IV6Ia1LjTUx1VmTPN6_G1esOP77_zHbO4JswCCKRCcIrbXQa23S2PkzAcOZlUUTcpO9lmEJb_DzdKagaxqCAt1-UWfnh3dmfpo6yhh2RwKnrEz72K2VPm8yzft1w=w408-h306-k-no,https://www.google.com/maps/search/Left+Bank?hl=en,True
RST-00060,MANZOKU Ramen Bar,Ramen restaurant,Ramen,4.8,0,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE6wYgi_gVE0UnmjMPF630lVPAuEqzjKNu5JeA-YKGXImknS1NR7k892B4J-Ms03S5Ypus9HouaM28XvhquhNKS4hFxXaqQu28XeCKFdZV6xmpuf_QbOeW63yHUH7Kk-SjmUIQbtQ=w426-h240-k-no,https://www.google.com/maps/search/Manzoku?hl=en,True
RST-00061,MISTER COOK,Fast food restaurant,Fast food,4.4,+212528224242,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEjLF3Pj7PRD5exUtzAcVQvRJHsVdrzOp7Ncyp1pWa4w-Om3UKBj51Ij8_qE5mBQgpIlCSUrwEzgB5AVEP63AAKUO-rCjN-7kcX85D2-23c7yLdvcDWw1OhQqAiJjXZSiWxVzf6=w408-h306-k-no,"https://www.google.com/maps/place/MISTER+COOK/@30.4189931,-9.5678854,14z/data=!4m10!1m2!2m1!1sMister+Cook!3m6!1s0xdb3b7d15737346f:0x9868a20aa8a55682!8m2!3d30.4016519!4d-9.5511939!15sCgtNaXN0ZXIgQ29va1oNIgttaXN0ZXIgY29va5IBFGZhc3RfZm9vZF9yZXN0YXVyYW504AEA!16s%2Fg%2F11cn182kg9?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",True
RST-00062,"MOODS Restaurant & Beach Club, El Gouna",Restaurant,Egyptian,4.2,+201220900777,Red Sea,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHB-_WusmOVksG_9Z-fq2y0j65PrNeFPAoZe7PzQxt56Ty15gJRXKyt3oqKfTkAZaf53DUripk8ny9akzRFpLZHXF0GaGC9GbODxgGH5-ovixf-88W0_wg_FVq7WEzkgVM0gZ_cWf4F_jg=w408-h544-k-no,https://www.google.com/maps/search/Moods+Restaurant+&+Beach+Club?hl=en,False
RST-00063,Magdy Seafood,Seafood restaurant,Seafood,4.0,+201271077771,Matrouh,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGf90Ytm0MW3xH_90wu0XcUF9DJ8hqtbikOAPiPDzC7e6WBgPPvF7FKLJgD93OnfkSOGyU61YJhfC4ciAXVa1KqoZS-pGC2sxiFEUB9wzhbofXd2JtqXei19an1R8Tkfe440S_C7w=w493-h240-k-no,"https://www.google.com/maps/place/Magdy+Seafood/@31.353135,27.0756078,11z/data=!4m10!1m2!2m1!1sMarsa+Matruh+seafood+restaurants!3m6!1s0x1461fecba776ec9b:0x2f612289a12253cf!8m2!3d31.353135!4d27.2404027!15sCiBNYXJzYSBNYXRydWggc2VhZm9vZCByZXN0YXVyYW50c1oiIiBtYXJzYSBtYXRydWggc2VhZm9vZCByZXN0YXVyYW50c5IBEnNlYWZvb2RfcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpha1ozVGt3eGF6UjZVR05uRUFF4AEA-gEECAAQOw!16s%2Fg%2F11cn9rywzf?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",False
RST-00064,Makani Cafe,Cafe,Cafe,4.4,0,Cairo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG8fMtN7qqKFw7zbXNUAohM1BLqcUEggt0-Y6742RCq7fvOanOiYXgYg_IKkScv6sI_sCk8HGgfKmHWv75EcQ9zOmq1MKhs0IBcxCTBGwKeHoHHh6x3ZzjaKv_KnT2NhnPyJRI_2Q=w408-h725-k-no,https://www.google.com/maps/search/Makani+Cafe?hl=en,False
RST-00065,Mawlay,Restaurant,Egyptian,3.4,+201200000133,Cairo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEFDi0cmZAJ2qWgvOMos_uRRFLIdLhWKX1Jw_Zzh7Koq8x-y8-tGl1eXTbmwXUsZV-AlZ0MofHvNRYlre0w8R-_dGnkOZx0lZiu8dj89HhwS7WfW1CcjfuyIHDqcKND9A99K10tpw=w48-h48-p-k-no,"https://www.google.com/maps/place/Mawlay/@30.0434116,31.2412838,16z/data=!4m10!1m2!2m1!1sMawlay!3m6!1s0x14584746c280bcfd:0xc8782495bd0505f!8m2!3d30.0434116!4d31.2464336!15sCgZNYXdsYXlaCCIGbWF3bGF5kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11r99qdypj?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",False
RST-00066,Mori Sushi - Zayed,Restaurant,Egyptian,4.7,+201208888492,Giza,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGAAew4VB2oYDzo8EDCSDYRiKpcHpVEvkiAtsT5rvthMELDhUFLAsw4vjBzBhlKksaUfH5MYRSAgnCS-XG3mmWNwhHiCEX4LGwAwXzGzP2nQVzgfhHMSCWzxphq38CWfYyeTlNW=w408-h544-k-no,"https://www.google.com/maps/place/Mori+Sushi+-+Zayed/@30.5903633,29.8113849,8z/data=!4m10!1m2!2m1!1sMori+Sushi!3m6!1s0x14585b355f611253:0xdef6ce64280ac928!8m2!3d30.0258073!4d31.0123343!15sCgpNb3JpIFN1c2hpIgOIAQFaDCIKbW9yaSBzdXNoaZIBCnJlc3RhdXJhbnSaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMjE0TW1SSWFFZFRlbVJDVWtSc2RWRlZaM2RUU0doUlRXNU9VVTFzUlJBQuABAPoBBAg4EEQ!16s%2Fg%2F11f60v6ggz?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",False
RST-00067,Neama,Egyptian restaurant,Egyptian,4.2,+20233365555,Giza,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGGRheaJebOQ9TZfjpmbfD3QBTZE0ui1AZ4qEW2-Heb4uC541FtUV-jPC2aLbr4W58WaqCv4eqmKJtWUIEavvCYmdrbF7C7tsqFllOGpv7XesZcYw_uGsnvMxd8D0N4Wv31jMmvon_msf0M=w408-h306-k-no,https://www.google.com/maps/search/Neama?hl=en,False
RST-00068,Nubian Dreams Restaurant & Cafe,Restaurant,Egyptian,4.7,+201115543346,Aswan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGR6t6NCKjbzdCl001wATu55VXINGb0LJIdwj7Zcdl4_HKc7j1xWk_gmEWf7awCNDugJto6Rxer7-TgvKSblHOZ5-Zu0UeZK980cB3ChU_wayVbXbNxFlsUq0e8EBbdXSOjE0yQtIXp7rHj=w426-h240-k-no,https://www.google.com/maps/search/Nubian+Dreams+Restaurant+&+Cafe?hl=en,False
RST-00069,Oriental Nile View أورينتال نايل فيو,Restaurant,Egyptian,4.2,+201050585958,Qalyubia,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHie9BZs77FYAyuL01Bc2WqjKvoT44gUCFQOBgMyfXwnlb7g_NXoxMOTdMLbTjtT_2magqzVE20lLc2wD524brrIIT_E24zl_em31pR92HctQX9QA9HkGL9P4tUb30ZuFEWKNywzg=w408-h408-k-no,"https://www.google.com/maps/place/Oriental+Nile+View+%D8%A3%D9%88%D8%B1%D9%8A%D9%86%D8%AA%D8%A7%D9%84+%D9%86%D8%A7%D9%8A%D9%84+%D9%81%D9%8A%D9%88%E2%80%AD/@30.4738279,28.5403755,7z/data=!4m10!1m2!2m1!1sNile+View+Restaurant!3m6!1s0x14f7dfb559927167:0x36b40436e0d7742e!8m2!3d30.4738279!4d31.1770942!15sChROaWxlIFZpZXcgUmVzdGF1cmFudFoWIhRuaWxlIHZpZXcgcmVzdGF1cmFudJIBCnJlc3RhdXJhbnSaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTmZiV1ZwUzBKQkVBReABAPoBBAgAECo!16s%2Fg%2F11y2sdylrp?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",False
RST-00070,Osmanly Restaurant,Turkish restaurant,Turkish,4.2,+20227980000,Cairo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHF5BoLVI6LFa0KnQRfet6GSOizIryA1NCLR5eb77apg4bDgCWdOxbFzXhk1zNI2Py-rJp3STQwv5lfRm46mHh0upisojzx0p2Ei0fOsCXOIIokryB56q_XOouy0B9NZmAcTvOe=w408-h272-k-no,"https://www.google.com/maps/place/Osmanly+Restaurant/@30.0386357,31.230671,17z/data=!3m1!4b1!4m6!3m5!1s0x145840cdc7e28511:0x9f649c9eb3c03a92!8m2!3d30.0386357!4d31.230671!16s%2Fg%2F1tgfsxvy?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",False
RST-00071,PAVONE Restaurant & Cafe,Restaurant,Egyptian,4.2,+201062289492,Giza,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGKI3usDd06yaPR0EeGMPtpFxIeNPWhIq8_j8yljM-lZ0tNx5s_ujNd7sCjTuNpDPYbQ7yH_gRCwMqKBPH9mYTwPZyirJDFn32YvBUTsZDkwUZYl3_BMugxVHScWebdtCGfHlTyxqdbCP8=w408-h612-k-no,https://www.google.com/maps/search/PAVONE+Restaurant+&+Cafe?hl=en,False
RST-00072,Panorama Restaurant & Bar,Restaurant,Egyptian,4.3,+20972454455,Aswan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHHHJsMfW0t6l38Yyw2J9xfiu6zH7EgXJ5_hPrQhPNcgGN7i5oh63RgI3BwG8hFLSH4NEDX5TH2SYpFAfrtigm5H7YYYyUZHKWaQKaiBThE2iszgDcGKwt6LvyL92w10YPDMzI=w408-h306-k-no,https://www.google.com/maps/search/Panorama+Restaurant+Aswan?hl=en,False
RST-00073,Pier88 Nile River,Italian restaurant,Italian,4.4,+201080888876,Cairo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF-NnNstOBbGVdK70PtU-ARMbs__vAY3S2qSiNOFo3lgrVN4dJXNiDDHt4irLChFSR-RzUCiJ7q277QJWNZVr4rJZ6p9oXQQr5u_DaNHJxZsqimY5xo6A4wuBw0OjoyKYAKqGbouA=w408-h272-k-no,https://www.google.com/maps/search/Pier+88?hl=en,False
RST-00074,Ralph's German Bakery.Dahab,Bakery,Bakery,4.5,+20693652715,South Sinai,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGjHBwh6EFahK81oOdpEKWhCOz5nP5ROO1PdModd7XmMzyLEwAcJumDruq1ZDf51TC1zFkFqXh-6hIFR3sU79w8rQ1bNTRw7YrUq58dpZoqtDfeWqQprgUbhp7bl4NtICSaVk1E_ttX7mU=w426-h240-k-no,"https://www.google.com/maps/place/Ralph's+German+Bakery.Dahab/@28.4998654,34.5139733,16z/data=!4m10!1m2!2m1!1sRalph's+German+Bakery+Dahab!3m6!1s0x15ab4b29aa802105:0x49a015566313a0dc!8m2!3d28.4998654!4d34.5191231!15sChtSYWxwaCdzIEdlcm1hbiBCYWtlcnkgRGFoYWJaHSIbcmFscGgncyBnZXJtYW4gYmFrZXJ5IGRhaGFikgEGYmFrZXJ54AEA!16s%2Fg%2F11c5698l32?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",False
RST-00075,Restaurant El-Kababgy Luxor,Meat dish restaurant,Meat dish,4.6,+201008598314,Luxor,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHQP6yYTof41gG91AmKs7LHicdshJzU73BRE9FQjmnXXLl-c7_iCp9wEsdrNiNfbD_NIOBdYRO-Uov9shqZhqty398wi16rYEmQ20WQkFlLwyoFx5JGL3hGF2ea_wqQxHxmJEOA=w408-h463-k-no,"https://www.google.com/maps/place/Restaurant+El-Kababgy+Luxor/@25.6967828,32.6362213,17z/data=!3m1!4b1!4m6!3m5!1s0x144915f3342b52cf:0xb15b9bf77f31c95!8m2!3d25.6967828!4d32.6362213!16s%2Fg%2F11s4_4dm31?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",False
RST-00076,SACHI Heliopolis,Fine dining restaurant,Fine dining,4.6,+201280902028,Cairo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFk6JqOF77jF4cuUSCfeZth8IbZLxsFb_bXQH8c4rYnY7Kh6hMnHYCMRmnCe92jh1QYOIMypv4vPIGmYi7xPuF8eEJphPkM5LlSyYB-yQlwwUWa-jds6_IlTPSyKapduk8tQ5s=w408-h272-k-no,https://www.google.com/maps/search/Sachi?hl=en,False
RST-00077,Santa Lucia,Restaurant,Egyptian,4.5,+201282223630,Alexandria,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHQ9cf8PZxuLqN_aIEIQK4YsuIWO09mVuLPrlfhL9UrMw-IUvzibB0SX6VpVwWmxCsZhAaZ1RdNCpvv6wzcPj3v3Q0qRAz3XG68rJtcKFARHm92gz4hlpl-qbik6I14Y5J2pcAv=w426-h240-k-no,https://www.google.com/maps/search/Santa+Lucia?hl=en,False
RST-00078,Sapporo Japanese Restaurant,Japanese restaurant,Japanese,4.8,+201022216883,Giza,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHT_42z3NDoog0IfMmyAlf0YEMG572e63Ii0HX4u1T3UnvuVW3WNC5vNcgvMcc1w0Pc4F1ezxf7IycRc6S0xc7ZWMzYOsL1nf_M2jjzXsahY3eQgeqP9gDf2MMYT3nDM98nVSrD=w408-h270-k-no,https://www.google.com/maps/search/Sapporo+Japanese+Restaurant?hl=en,False
RST-00079,Sea Gull Restaurant,Seafood restaurant,Seafood,4.4,+2033105957,Alexandria,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEispZv9gIuWANyULXfFiK32X2DlhhVYZAhANvNShMMLcQYg06o9yFd8oB0ihZnzSG2W6hvQxB01Mi6dZUHJL0L1ul4P7deDjYMMiCAa9vXSxT1FY_YW-v0xBBG5kU9LnNB--I=w408-h306-k-no,"https://www.google.com/maps/place/Sea+Gull+Restaurant/@31.1447784,27.1973052,7z/data=!4m10!1m2!2m1!1sSea+Gull!3m6!1s0x14f5ea81abba4f8b:0x96b577f17fb43ffc!8m2!3d31.1447784!4d29.834024!15sCghTZWEgR3VsbFoKIghzZWEgZ3VsbJIBEnNlYWZvb2RfcmVzdGF1cmFudOABAA!16s%2Fg%2F1td2qmg2?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",False
RST-00080,Sequoia,Ferry terminal,Ferry terminal,4.2,0,Cairo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEbNyrrjfPs-Hil89zpVX5uwmIHupo7dYrVYjg6YAE7BWYNcXK5bfTliKDO8jZxXQ4Ag0iOdlEDu7Zs8MFqF7RTcGEq9behJSynsUmGo7ye3jrx9Yiczouto1wmI8eTHlzYuEq7=w408-h272-k-no,https://www.google.com/maps/search/Sequoia?hl=en,False
RST-00081,Sky view restaurant Le Metropole hotel,Restaurant,Egyptian,4.4,+2034861465,Alexandria,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF_58B8RBwZ7pxE4e0JSHqVsJm2ucmlQNNdnU0a8IrTC2U_xvhNjbsa4kTkAvc3FQQhOL5897Ic7mb1JvDawyZpW55TNiMuhX9ZzDkXYZ7ba4tOhK_8K5NG7_7Hb-v2Y9a2XJfA=w408-h306-k-no,https://www.google.com/maps/search/Sky+View+Restaurant+Le+Metropole+Hotel?hl=en,False
RST-00082,Sobhy Kaber,Egyptian restaurant,Egyptian,4.3,+20221288990,Cairo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGqrxR7imrGnkLO5xqF_R9sRbll2EmIIEVPFxv95AKlE14IsAEU5QN5XPVXgYHlHV56ig37OBdpGr-fWORwK3MCMZcapXbJGmWzJCfj1Em3Relv5Ocx8cfG9RFaTfJG2wTQiyShcUVYyfx9=w408-h306-k-no,"https://www.google.com/maps/place/Sobhy+Kaber/@30.0837916,31.2344225,17z/data=!3m1!4b1!4m6!3m5!1s0x1458405895555555:0x7c04a84ad2086b3b!8m2!3d30.0837916!4d31.2344225!16s%2Fg%2F11g7z6l4vy?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",False
RST-00083,Sofra Restaurant & Cafè,Meat dish restaurant,Meat dish,4.5,+20952359752,Luxor,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEQcJnJxML9BdJhJCdy1mugCxg1s-qmXR0JsO-xqmraCybURPwbjNX1tmbuDA23V3Y_pvryH54Co3_0eHuK9AUzVHLcOaXHggu8jMIsWPCDhxHn3-TEP0jnNqxC4t5TloJB6ZHjwT2nzgM=w426-h240-k-no,https://www.google.com/maps/search/Sofra?hl=en,False
RST-00084,South Lagoon,Seafood restaurant,Seafood,4.7,+201028367704,Red Sea,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGwe3lJnJfyzpt-kWqvm1_OUEwqsVvTw1-4X6CICu2ste6iTR9WusM-RmyPkTJAGGWuRSG-RDlEW8IxymG4qxX3IwA4fOVbimQqdAdBeiI9j4BfS-tWKsQ5lZRSln9qUjcNQb-S8A=w408-h613-k-no,https://www.google.com/maps/search/Marsa+Alam+Restaurant?hl=en,False
