tourist_vehicles,souvenir_shops,tourism_companies,tourist_restaurants_cafes,hotels_total,diving_activity_centers,archaeological_sites,museums,_ingestion_timestamp,_source_file,snapshot_date
17228,3676,2244,1621,1301,630,2160,43,2026-07-05 17:07:57.436853,mota_tourism_statistics.csv,2026-07-06
